User_ID,True_Label,Pred_Label,Is_Correct,Confidence
user_ab6bb8cb,23,23,Correct,0.1349
user_abb2ba5f,28,0,Wrong,0.0860
user_abb72a81,5,12,Wrong,0.1852
user_abcb619a,4,5,Wrong,0.2095
user_ac1417af,22,22,Correct,0.1674
user_ac32556c,10,10,Correct,0.2626
user_ac843f85,22,22,Correct,0.9034
user_ac88aceb,17,17,Correct,0.2424
user_acc277fa,23,21,Wrong,0.1728
user_acf05ef4,3,3,Correct,0.8510
user_ad8d87bf,7,30,Wrong,0.1075
user_ad902dd0,26,28,Wrong,0.2839
user_ad905a76,3,31,Wrong,0.4802
user_ad99bc3d,29,17,Wrong,0.2350
user_ae266c19,18,9,Wrong,0.0697
user_ae30539b,4,4,Correct,0.5242
user_ae6979eb,27,20,Wrong,0.2917
user_ae84e23f,17,17,Correct,0.1524
user_af08e0f3,21,21,Correct,0.1331
user_af523113,16,16,Correct,0.5699
user_af5a32dc,7,7,Correct,0.1796
user_af66ce11,28,28,Correct,0.1164
user_af7596da,25,20,Wrong,0.8794
user_af8a4c60,20,20,Correct,0.4409
user_af9061cc,28,28,Correct,0.2240
user_af93808c,16,2,Wrong,0.0907
user_afa7ebf8,8,9,Wrong,0.1763
user_afbb2b69,10,16,Wrong,0.1532
user_afc0a5bc,25,25,Correct,0.2629
user_afcd78b4,4,4,Correct,0.3756
user_b0462c73,31,3,Wrong,0.1541
user_b047f85f,20,19,Wrong,0.5323
user_b055a8b0,8,12,Wrong,0.3065
user_b055eca3,31,29,Wrong,0.2369
user_b0616bff,23,23,Correct,0.2512
user_b06b93fa,17,16,Wrong,0.9286
user_b06fae86,31,23,Wrong,0.3995
user_b07b2833,15,15,Correct,0.7828
user_b0a5af0e,3,7,Wrong,0.1948
user_b0e5e29f,28,29,Wrong,0.1497
user_b147d432,9,10,Wrong,0.0776
user_b14f2b7e,21,19,Wrong,0.1352
user_b1a3e66e,13,13,Correct,0.5406
user_b1db53ce,12,12,Correct,0.3735
user_b1f565d9,18,19,Wrong,0.2070
user_b205bc54,23,8,Wrong,0.4456
user_b20dea6e,15,15,Correct,0.7833
user_b2156df7,8,8,Correct,0.2099
user_b2163a4d,6,6,Correct,0.8362
user_b22d2438,7,13,Wrong,0.4678
user_b23ccfdc,27,23,Wrong,0.1540
user_b246b9d9,26,30,Wrong,0.1371
user_b2769e92,9,9,Correct,0.5651
user_b27e668b,31,1,Wrong,0.3614
user_b2bb70e4,13,16,Wrong,0.2104
user_b2cfd89f,23,8,Wrong,0.5107
user_b2f2099c,24,25,Wrong,0.4313
user_b3202336,29,0,Wrong,0.2476
user_b3567035,25,25,Correct,0.1631
user_b39e6e99,4,0,Wrong,0.1506
user_b39eaf67,3,3,Correct,0.9708
user_b3c96018,12,1,Wrong,0.4043
user_b3d78a3f,15,15,Correct,0.7933
user_b3f40e3f,6,14,Wrong,0.1560
user_b41ce968,13,11,Wrong,0.3956
user_b45a8016,0,1,Wrong,0.9448
user_b45f1ea5,2,1,Wrong,0.4019
user_b465f49b,14,14,Correct,0.7395
user_b4d00b5b,9,9,Correct,0.6015
user_b52528ed,22,22,Correct,0.8580
user_b525eca1,0,0,Correct,0.6167
user_b533823f,25,26,Wrong,0.1864
user_b546f47d,0,0,Correct,0.7348
user_b550a937,24,25,Wrong,0.2354
user_b567f44d,27,26,Wrong,0.1770
user_b575fc5f,19,28,Wrong,0.1358
user_b5bc90cf,21,20,Wrong,0.1746
user_b5cbaa51,16,16,Correct,0.9039
user_b5df8279,31,31,Correct,0.2078
user_b5eb92f8,4,4,Correct,0.8511
user_b62f8d64,30,30,Correct,0.6715
user_b642bb2d,30,30,Correct,0.3998
user_b672dfbf,7,28,Wrong,0.1884
user_b68b4c5d,9,13,Wrong,0.5251
user_b6c370ab,30,30,Correct,0.5323
user_b719638a,18,17,Wrong,0.0893
user_b71c2f48,28,28,Correct,0.1701
user_b734762a,13,23,Wrong,0.1936
user_b759ab7f,29,9,Wrong,0.0740
user_b76f13e3,13,13,Correct,0.0912
user_b7789008,18,18,Correct,0.1794
user_b7dde746,3,3,Correct,0.9109
user_b7de514f,8,11,Wrong,0.4248
user_b7eefe00,15,0,Wrong,0.1511
user_b828c4cd,1,6,Wrong,0.1865
user_b832b415,25,28,Wrong,0.1636
user_b83c8c29,23,22,Wrong,0.4887
user_b83ede93,21,23,Wrong,0.1966
user_b8516202,13,13,Correct,0.9367
user_b87388a5,29,29,Correct,0.2314
user_b881d11c,22,31,Wrong,0.9403
user_b88733f0,17,24,Wrong,0.1524
user_b8918b66,2,22,Wrong,0.2494
user_b8b4835a,5,14,Wrong,0.0940
user_b8c7fc6e,18,20,Wrong,0.3378
user_b9328485,25,25,Correct,0.3406
user_b93e7b64,26,23,Wrong,0.0966
user_b94ad341,0,0,Correct,0.4115
user_b998241b,4,22,Wrong,0.1837
user_b9aa2a8a,5,5,Correct,0.2660
user_b9beb6c1,29,27,Wrong,0.2778
user_ba0843e5,25,24,Wrong,0.2224
user_ba4ca6e3,14,14,Correct,0.3085
user_ba8b906a,10,24,Wrong,0.2131
user_ba96c81d,4,0,Wrong,0.1291
user_baf6fc5b,0,2,Wrong,0.2750
user_bb1504d0,24,25,Wrong,0.5326
user_bb1a095d,27,29,Wrong,0.3310
user_bb9ab251,2,1,Wrong,0.8471
user_bbbeb98a,23,26,Wrong,0.1593
user_bbc78ca4,27,10,Wrong,0.0943
user_bbc81c0f,3,10,Wrong,0.0976
user_bbcbaa46,20,17,Wrong,0.3423
user_bc20c99a,3,3,Correct,0.5985
user_bc25e5b0,18,19,Wrong,0.4019
user_bc3ebb80,8,8,Correct,0.9279
user_bc94d876,14,15,Wrong,0.2701
user_bcad4f8c,14,14,Correct,0.2112
user_bcede0c4,25,29,Wrong,0.1280
user_bd19ba4b,17,17,Correct,0.6218
user_bd69214e,14,12,Wrong,0.3377
user_bd6f2ec2,10,9,Wrong,0.1823
user_bd6f3818,29,30,Wrong,0.3138
user_bd96e5e3,25,10,Wrong,0.0696
user_bd989cb7,20,20,Correct,0.0970
user_bda3bdcc,6,6,Correct,0.3359
user_bdd2e9e4,21,3,Wrong,0.1188
user_bdd861c6,0,28,Wrong,0.2342
user_bdde32a4,25,25,Correct,0.4013
user_be1c53c7,24,30,Wrong,0.2747
user_be26f1c9,2,17,Wrong,0.1153
user_be34717d,13,16,Wrong,0.2625
user_be4ad52b,13,17,Wrong,0.2289
user_be6692f7,1,0,Wrong,0.8536
user_be892515,14,14,Correct,0.8286
user_bea6b418,0,2,Wrong,0.3014
user_beff2e9a,27,27,Correct,0.5648
user_bf17adb2,11,9,Wrong,0.5279
user_bf61dc7a,10,16,Wrong,0.1952
user_bfa1c9c0,18,16,Wrong,0.1154
user_bfd005f6,13,13,Correct,0.5251
user_bfdf7eb9,24,24,Correct,0.3555
user_bff552f7,23,5,Wrong,0.1889
user_c00b89cd,14,14,Correct,0.1820
user_c0535055,27,23,Wrong,0.1705
user_c0e0eda7,17,17,Correct,0.6051
user_c1232235,19,21,Wrong,0.2579
user_c1275841,16,10,Wrong,0.3430
user_c14883c7,7,7,Correct,0.2408
user_c155a90d,9,11,Wrong,0.1312
user_c1839ff2,0,2,Wrong,0.2520
user_c183daf3,16,16,Correct,0.1061
user_c1907759,23,13,Wrong,0.1327
user_c1d0d8c6,7,23,Wrong,0.3755
user_c1d7db76,16,31,Wrong,0.1323
user_c1f8c63d,15,15,Correct,0.6789
user_c1fe6872,6,6,Correct,0.8907
user_c23b5151,3,1,Wrong,0.3261
user_c246dc88,1,1,Correct,0.2535
user_c26de959,25,25,Correct,0.2912
user_c28d2b34,17,17,Correct,0.7309
user_c296a92a,29,26,Wrong,0.1471
user_c2a03bfc,9,10,Wrong,0.2404
user_c2c295ee,14,0,Wrong,0.1193
user_c2f43018,31,31,Correct,0.5224
user_c30fda52,15,13,Wrong,0.7256
user_c34e7d93,28,28,Correct,0.2769
user_c3c06426,4,2,Wrong,0.3082
user_c3d91421,19,13,Wrong,0.1377
user_c3eaba37,3,3,Correct,0.6628
user_c411315d,30,31,Wrong,0.4412
user_c47439ce,17,5,Wrong,0.0788
user_c4a4e9ed,21,16,Wrong,0.1143
user_c4d82c54,4,4,Correct,0.8018
user_c4e9fb37,18,18,Correct,0.2680
user_c4f4baea,20,20,Correct,0.2677
user_c4fd6d2a,22,23,Wrong,0.1464
user_c508e74a,7,31,Wrong,0.3376
user_c519bacf,20,30,Wrong,0.0851
user_c53406a5,7,10,Wrong,0.0632
user_c5488cd3,11,11,Correct,0.5052
user_c54d81ca,24,25,Wrong,0.3235
user_c58b39b1,27,27,Correct,0.2031
user_c5a98ccc,17,10,Wrong,0.1568
user_c5b1ba00,5,7,Wrong,0.1324
user_c5cbfa91,7,11,Wrong,0.0696
user_c5dc5c06,1,1,Correct,0.1080
user_c6082502,15,5,Wrong,0.0806
user_c639ed80,31,31,Correct,0.3909
user_c6aa8702,29,29,Correct,0.3252
user_c6c360f1,11,11,Correct,0.4484
user_c6c85a2a,7,7,Correct,0.8792
user_c6ce1271,15,21,Wrong,0.3893
user_c6e1d257,25,25,Correct,0.2369
user_c6ef585f,23,27,Wrong,0.3571
user_c6ef9acc,0,0,Correct,0.4004
user_c6f73b6a,25,26,Wrong,0.2420
user_c6fc9e9d,4,11,Wrong,0.0655
user_c71902bd,30,5,Wrong,0.0571
user_c748eeab,17,23,Wrong,0.3829
user_c7703eb6,6,6,Correct,0.7520
user_c79cc0cb,16,16,Correct,0.3572
user_c7b3beca,27,27,Correct,0.2854
user_c7dbbd2b,6,6,Correct,0.3551
user_c7e3ace8,28,1,Wrong,0.1828
user_c8221753,16,16,Correct,0.1505
user_c83d4f5a,10,11,Wrong,0.1925
user_c86d006f,1,2,Wrong,0.3449
user_c88c5b40,11,11,Correct,0.3839
user_c8910e06,20,3,Wrong,0.1401
user_c898b4a3,20,5,Wrong,0.1933
user_c92e94be,15,15,Correct,0.7775
user_c93ccf25,9,9,Correct,0.1586
user_c975ee68,22,18,Wrong,0.3569
user_ca355cad,10,11,Wrong,0.1083
user_ca706564,0,0,Correct,0.6213
user_ca7bcf44,7,7,Correct,0.1577
user_caa3378c,25,24,Wrong,0.3391
user_caa680a4,29,30,Wrong,0.1665
user_cab6b654,3,1,Wrong,0.1618
user_cb376cf9,15,13,Wrong,0.4458
user_cb5a2c94,15,15,Correct,0.9658
user_cb6ece1a,30,31,Wrong,0.1232
user_cb7b8858,24,25,Wrong,0.3287
user_cb963dfb,30,30,Correct,0.4363
user_cba175e0,30,26,Wrong,0.2048
user_cbbe237f,4,4,Correct,0.1232
user_cbdc95ad,1,1,Correct,0.8377
user_cc945dff,10,21,Wrong,0.0641
user_ccad185e,31,9,Wrong,0.4721
user_ccbaa37f,17,17,Correct,0.4314
user_cd29081f,27,21,Wrong,0.2123
user_cd59681b,18,18,Correct,0.7566
user_cd6c8b03,8,8,Correct,0.9976
user_cd81e56b,29,23,Wrong,0.1624
user_cd9dca56,1,18,Wrong,0.3069
user_cdcc21c1,27,27,Correct,0.3916
user_ce16611e,7,7,Correct,0.6306
user_ce21892c,1,5,Wrong,0.1278
user_ce61c55a,15,13,Wrong,0.9803
user_cf2a2b58,25,26,Wrong,0.0956
user_cf31554f,10,12,Wrong,0.2630
user_cf393e6d,9,6,Wrong,0.1720
user_cf4141d0,10,9,Wrong,0.8028
user_cf46fd0f,18,19,Wrong,0.3595
user_cf813ac9,14,5,Wrong,0.1157
user_d002ba13,21,21,Correct,0.4004
user_d04a41d0,29,29,Correct,0.3896
user_d04c4ab6,7,7,Correct,0.7172
user_d054d267,29,29,Correct,0.2140
user_d0895e01,8,8,Correct,0.4417
user_d0cc51b1,25,24,Wrong,0.3465
user_d0d5e0af,3,23,Wrong,0.0898
user_d0edee48,10,11,Wrong,0.4646
user_d106d219,31,12,Wrong,0.2738
user_d135fe3b,30,23,Wrong,0.1263
user_d17cc591,4,4,Correct,0.1859
user_d1861556,4,4,Correct,0.6736
user_d1ad106b,26,27,Wrong,0.3682
user_d1fcf8ec,24,28,Wrong,0.5477
user_d22f6732,0,1,Wrong,0.4606
user_d233a595,18,17,Wrong,0.2532
user_d2670ad9,3,2,Wrong,0.4010
user_d27a6ef3,7,7,Correct,0.1309
user_d2984545,10,0,Wrong,0.6263
user_d2e39d38,13,24,Wrong,0.0872
user_d2e3c48e,16,16,Correct,0.6129
user_d315f701,8,1,Wrong,0.2283
user_d324cf1a,23,29,Wrong,0.0941
user_d33acd79,3,3,Correct,0.3594
user_d33bc6c5,26,28,Wrong,0.3689
user_d33f9935,26,30,Wrong,0.0712
user_d34534bc,11,7,Wrong,0.2005
user_d345d930,0,0,Correct,0.7526
user_d37133be,25,25,Correct,0.2755
user_d373dd2b,27,23,Wrong,0.8978
user_d37c7cb0,10,11,Wrong,0.4781
user_d37fa21e,7,14,Wrong,0.2661
user_d3beb84b,1,1,Correct,0.8844
user_d3c89cf3,17,17,Correct,0.8262
user_d3d13d31,18,6,Wrong,0.2081
user_d413d8a8,11,8,Wrong,0.4618
user_d440905f,4,4,Correct,0.7794
user_d4518761,8,30,Wrong,0.2087
user_d45244c6,8,27,Wrong,0.1135
user_d47a8224,6,17,Wrong,0.0728
user_d4975d9a,19,20,Wrong,0.0902
user_d4a7d17f,31,31,Correct,0.8682
user_d4b29b3c,23,16,Wrong,0.0768
user_d4ee787d,9,19,Wrong,0.0825
user_d5319cc0,29,30,Wrong,0.1177
user_d53eb27f,0,2,Wrong,0.5647
user_d54766b3,18,3,Wrong,0.1434
user_d5630823,20,20,Correct,0.7099
user_d5922487,25,30,Wrong,0.1759
user_d5ac0325,25,30,Wrong,0.1198
user_d5afd810,17,17,Correct,0.1561
user_d5cfc706,29,29,Correct,0.2295
user_d5ec2f95,11,11,Correct,0.3671
user_d61b68ff,13,13,Correct,0.5487
user_d6524e47,10,11,Wrong,0.2247
user_d656b987,23,26,Wrong,0.1239
user_d6621282,27,29,Wrong,0.2021
user_d669582b,28,28,Correct,0.2434
user_d681d865,9,9,Correct,0.1011
user_d6b67255,9,3,Wrong,0.3825
user_d6d6c0be,11,11,Correct,0.1991
user_d6e38da3,19,19,Correct,0.8064
user_d7050bae,29,5,Wrong,0.1853
user_d7243c54,19,14,Wrong,0.0794
user_d747278c,4,4,Correct,0.4184
user_d7491e48,31,20,Wrong,0.0807
user_d75db6d7,12,13,Wrong,0.3489
user_d77958f1,1,2,Wrong,0.5060
user_d7971986,25,25,Correct,0.1558
user_d7da1524,26,27,Wrong,0.3523
user_d83645bf,30,22,Wrong,0.3001
user_d856efd1,31,26,Wrong,0.1076
user_d89777e5,10,20,Wrong,0.9385
user_d8b6befc,23,26,Wrong,0.0995
user_d8b9f26b,23,15,Wrong,0.7418
user_d8bb23ed,22,7,Wrong,0.1532
user_d8c46f07,3,3,Correct,0.7591
user_d8f39ff2,19,19,Correct,0.2227
user_d908c6c0,29,22,Wrong,0.2665
user_d9336858,17,17,Correct,0.5127
user_d95875d5,4,4,Correct,0.3229
user_d96d5ec3,10,10,Correct,0.8179
user_d99cbbc8,13,16,Wrong,0.4818
user_d9a6ca64,9,11,Wrong,0.1223
user_d9a967ce,0,13,Wrong,0.1738
user_d9b89550,27,29,Wrong,0.2137
user_d9ded648,5,6,Wrong,0.4878
user_da044d97,2,7,Wrong,0.3419
user_da0fb736,27,26,Wrong,0.1259
user_da16553c,8,8,Correct,0.8705
user_da1a7a31,13,13,Correct,0.3149
user_da5a8c9d,13,13,Correct,0.6987
user_da5ce26d,25,23,Wrong,0.2475
user_daf7d642,12,12,Correct,0.5501
user_db362dd9,19,11,Wrong,0.1245
user_db9beceb,0,2,Wrong,0.3073
user_dbaf6e83,3,4,Wrong,0.2173
user_dbc8f50b,10,10,Correct,0.5065
user_dbf2edb6,27,26,Wrong,0.1710
user_dc28b0d6,25,14,Wrong,0.0670
user_dca4bad2,21,23,Wrong,0.2271
user_dcae5ef2,23,29,Wrong,0.1502
user_dcd444e6,0,2,Wrong,0.2511
user_dcf61f62,29,27,Wrong,0.1468
user_dd10b633,7,19,Wrong,0.1301
user_dd3e4431,4,4,Correct,0.4439
user_dd475855,3,3,Correct,0.3636
user_dd7cd36d,1,0,Wrong,0.2087
user_dda698b5,26,25,Wrong,0.2255
user_ddb0490f,8,9,Wrong,0.5632
user_ddb0c484,10,3,Wrong,0.2437
user_ddd3f305,18,31,Wrong,0.1694
user_dde41532,31,31,Correct,0.6431
user_de041265,21,23,Wrong,0.4801
user_de3c55e9,31,11,Wrong,0.3395
user_de5c23d3,27,20,Wrong,0.1553
user_de6e1322,25,25,Correct,0.2342
user_dea1b9ca,4,4,Correct,0.5385
user_df07779c,25,24,Wrong,0.2880
user_df25bc52,14,22,Wrong,0.1515
user_df8223ed,25,25,Correct,0.2303
user_df8ff6ad,25,25,Correct,0.2991
user_dff30176,28,28,Correct,0.5159
user_e02e0992,27,27,Correct,0.2284
user_e0f8b80e,12,20,Wrong,0.1960
user_e110fe23,31,24,Wrong,0.2047
user_e1177faa,20,14,Wrong,0.2984
user_e134e9a0,1,1,Correct,0.5712
user_e1359b34,15,15,Correct,0.4451
user_e14e78d9,22,22,Correct,0.1940
user_e1680f3d,29,9,Wrong,0.0921
user_e198d037,23,8,Wrong,0.8006
user_e1adacb4,28,26,Wrong,0.1547
user_e1be72ab,0,0,Correct,0.8197
user_e1cc8c88,11,18,Wrong,0.3450
user_e211eaf8,19,19,Correct,0.7553
user_e2164fad,28,30,Wrong,0.3309
user_e246a149,25,26,Wrong,0.1340
user_e262d3b9,14,14,Correct,0.7632
user_e2953070,29,27,Wrong,0.4986
user_e2c30860,18,18,Correct,0.2534
user_e2ebb43b,4,4,Correct,0.8149
user_e32bec68,22,27,Wrong,0.4217
user_e3369ea6,19,18,Wrong,0.1019
user_e3ab85d6,3,3,Correct,0.7685
user_e3cc72af,17,17,Correct,0.9039
user_e4099e46,24,21,Wrong,0.1245
user_e4581314,1,0,Wrong,0.2699
user_e498d917,15,15,Correct,0.6299
user_e50c272d,29,29,Correct,0.2444
user_e50c8182,3,19,Wrong,0.0659
user_e551e399,20,11,Wrong,0.2069
user_e55a1406,18,17,Wrong,0.2709
user_e5730164,8,8,Correct,0.1728
user_e5a06cf8,30,30,Correct,0.6250
user_e5ad102f,8,30,Wrong,0.1923
user_e5ea60c9,6,6,Correct,0.9438
user_e6211d0d,29,28,Wrong,0.2302
user_e63ca6ae,2,3,Wrong,0.2604
user_e652f2a1,22,11,Wrong,0.0707
user_e68f8f90,1,1,Correct,0.5206
user_e69c2926,11,14,Wrong,0.2135
user_e6b86b40,29,30,Wrong,0.6121
user_e6baa18a,6,6,Correct,0.4079
user_e6cec8db,31,22,Wrong,0.3878
user_e6d61f05,22,22,Correct,0.9623
user_e6d80bad,13,13,Correct,0.2299
user_e6f02e7c,5,4,Wrong,0.3069
user_e6f5860b,25,21,Wrong,0.2901
user_e6f8004d,15,15,Correct,0.0993
user_e7066e4e,29,18,Wrong,0.0912
user_e718421d,9,9,Correct,0.7579
user_e71f3a2d,28,28,Correct,0.6095
user_e74a91ff,18,19,Wrong,0.3450
user_e7527f1e,27,21,Wrong,0.1138
user_e7586f0f,0,2,Wrong,0.0909
user_e76bc97e,28,28,Correct,0.4485
user_e7a8c900,17,17,Correct,0.1048
user_e7e76e26,27,29,Wrong,0.6555
user_e7fe3e08,16,13,Wrong,0.2181
user_e8067267,31,31,Correct,0.2795
user_e88cd0d2,14,14,Correct,0.7005
user_e8958fc9,5,5,Correct,0.0640
user_e8a39d4e,7,28,Wrong,0.1515
user_e8c1cd82,7,16,Wrong,0.0733
user_e8d00af5,30,26,Wrong,0.1457
user_e8e929ef,0,11,Wrong,0.0833
user_e8f3e8ad,30,28,Wrong,0.4182
user_e8fae8b0,23,23,Correct,0.2280
user_e921a1b2,24,24,Correct,0.2410
user_e92eccc0,21,20,Wrong,0.6423
user_e94cdc56,0,0,Correct,0.2989
user_e957f59b,18,18,Correct,0.4847
user_e9b35ab2,2,0,Wrong,0.3934
user_e9b6b973,21,21,Correct,0.3646
user_e9c7b5e8,27,19,Wrong,0.7530
user_e9ed495c,5,16,Wrong,0.2905
user_e9fa37d4,15,15,Correct,0.7805
user_ea210b2f,17,17,Correct,0.3535
user_ea3cb46a,18,22,Wrong,0.3132
user_ea42cf21,9,9,Correct,0.1047
user_ea523b46,28,28,Correct,0.3459
user_ea684684,12,6,Wrong,0.2575
user_eab627d2,30,28,Wrong,0.6343
user_eab9ee1c,25,1,Wrong,0.2465
user_ead3287d,6,6,Correct,0.2303
user_eae37467,17,17,Correct,0.4247
user_eb260d9f,31,31,Correct,0.4775
user_eb6fc778,5,5,Correct,0.1681
user_eb9a329c,20,20,Correct,0.7854
user_eba9f3d5,7,11,Wrong,0.0913
user_ebddf7a7,30,31,Wrong,0.9265
user_ebdfd63f,29,30,Wrong,0.0639
user_ebe0c4d7,5,5,Correct,0.6320
user_ebf65ce3,7,7,Correct,0.2439
user_ec465a04,4,4,Correct,0.5936
user_ec654f54,14,14,Correct,0.9588
user_ec7b656e,18,18,Correct,0.5121
user_ec8325ce,8,9,Wrong,0.1571
user_ec884f90,21,21,Correct,0.0765
user_eca8e6ec,26,8,Wrong,0.4388
user_eca90b36,23,26,Wrong,0.2526
user_ecc2b48c,22,13,Wrong,0.3571
user_ecc62860,26,29,Wrong,0.1212
user_eccbf2f9,25,26,Wrong,0.2732
user_ed081e64,26,2,Wrong,0.1497
user_ed0908a6,19,16,Wrong,0.2473
user_ed1bf91b,28,28,Correct,0.5020
user_ed1d67e2,8,2,Wrong,0.2932
user_ed302b66,12,6,Wrong,0.9721
user_ed3b8209,28,28,Correct,0.2975
user_ed431d39,6,6,Correct,0.9199
user_ed9f18c3,27,9,Wrong,0.1171
user_eda117e0,0,1,Wrong,0.4274
user_ee145430,7,20,Wrong,0.2100
user_ee34ec63,20,5,Wrong,0.2700
user_ee4210e6,29,29,Correct,0.3755
user_ee862849,27,25,Wrong,0.2806
user_ee8e3efd,29,7,Wrong,0.2193
user_eea22f67,20,27,Wrong,0.1797
user_eed94ab0,6,6,Correct,0.6132
user_eedf24e4,4,4,Correct,0.4825
user_eee1e2b0,30,31,Wrong,0.5002
user_eee8ae83,31,18,Wrong,0.1707
user_eeeb7a19,7,7,Correct,0.6850
user_eefdb350,31,31,Correct,0.8044
user_ef1acf5d,25,24,Wrong,0.2655
user_ef27fe35,16,6,Wrong,0.1393
user_ef66d3cb,13,16,Wrong,0.3301
user_f00b0702,8,8,Correct,0.8262
user_f02aac24,15,15,Correct,0.5706
user_f02c28a6,4,4,Correct,0.3695
user_f0af023a,3,3,Correct,0.2901
user_f0b348e5,24,24,Correct,0.2543
user_f0d7993e,16,16,Correct,0.8222
user_f10d5e7f,15,13,Wrong,0.7958
user_f117b14f,29,29,Correct,0.3356
user_f16e8b0f,4,7,Wrong,0.1932
user_f194650a,16,16,Correct,0.8291
user_f1b732ec,9,30,Wrong,0.7753
user_f1f16a34,10,10,Correct,0.1750
user_f200bf43,0,2,Wrong,0.5327
user_f2242a3c,18,18,Correct,0.3490
user_f24d243c,18,17,Wrong,0.4840
user_f2687895,5,5,Correct,0.3305
user_f26ffc4b,31,2,Wrong,0.1062
user_f2903d80,12,7,Wrong,0.1549
user_f2a2b398,25,23,Wrong,0.1206
user_f2ae49b0,13,5,Wrong,0.2485
user_f2b75901,29,21,Wrong,0.1106
user_f2ed4435,19,12,Wrong,0.3351
user_f2f40347,1,2,Wrong,0.3641
user_f30086fd,15,15,Correct,0.9805
user_f31ed671,11,6,Wrong,0.2571
user_f332592b,4,6,Wrong,0.0831
user_f35e4685,29,29,Correct,0.4686
user_f3689f7c,22,29,Wrong,0.1773
user_f39334a3,0,13,Wrong,0.2351
user_f3f541ca,14,14,Correct,0.6108
user_f41c0e63,31,4,Wrong,0.3631
user_f429a00f,0,1,Wrong,0.1381
user_f43ffa5d,31,3,Wrong,0.8646
user_f44d4005,4,5,Wrong,0.1015
user_f454b533,0,22,Wrong,0.4112
user_f466ecb2,0,2,Wrong,0.8493
user_f48042bb,21,23,Wrong,0.6252
user_f4cbd29e,18,8,Wrong,0.2946
user_f4ea82ca,22,22,Correct,0.9461
user_f4f8397e,29,11,Wrong,0.1079
user_f50ba9b4,12,12,Correct,0.4720
user_f51ace99,4,4,Correct,0.6726
user_f52afe40,0,1,Wrong,0.5379
user_f55c33bb,25,30,Wrong,0.2969
user_f55c6ac5,13,16,Wrong,0.5215
user_f5e50e52,23,0,Wrong,0.1724
user_f5f2fd4b,6,30,Wrong,0.1324
user_f5f31c72,8,8,Correct,0.9583
user_f602ee2c,2,9,Wrong,0.0782
user_f63c86b4,3,3,Correct,0.1760
user_f64e9296,13,10,Wrong,0.1037
user_f6648ff1,28,24,Wrong,0.2164
user_f67841cc,8,18,Wrong,0.0578
user_f686dcb9,13,17,Wrong,0.9889
user_f6a1c42f,8,8,Correct,0.3076
user_f6f3c162,25,25,Correct,0.1785
user_f6f5924e,15,15,Correct,0.5356
user_f7075786,25,24,Wrong,0.1081
user_f727db0a,25,28,Wrong,0.1141
user_f7aaf96d,21,21,Correct,0.3444
user_f7c9989b,17,17,Correct,0.6178
user_f80c331d,0,0,Correct,0.7222
user_f8667733,13,16,Wrong,0.8686
user_f8898313,7,5,Wrong,0.1441
user_f88eac49,3,3,Correct,0.0960
user_f8df91d6,5,3,Wrong,0.2393
user_f8f0e9a9,16,16,Correct,0.9715
user_f8f309eb,24,30,Wrong,0.1477
user_f91f6c02,9,14,Wrong,0.0645
user_f91fb5fe,14,14,Correct,0.7656
user_f9413747,18,18,Correct,0.8049
user_f9506d2f,6,10,Wrong,0.1957
user_f97778f7,9,20,Wrong,0.1926
user_f97cc1bd,7,21,Wrong,0.0871
user_f98d14c3,0,0,Correct,0.7336
user_f999c7a4,28,28,Correct,0.2145
user_f9c1983d,6,9,Wrong,0.1233
user_f9c264cf,1,1,Correct,0.7012
user_f9cc8a72,27,21,Wrong,0.2298
user_f9ce236e,14,9,Wrong,0.1032
user_f9f45dc2,8,8,Correct,0.2449
user_fa13f47f,4,6,Wrong,0.1128
user_fa16c00b,21,31,Wrong,0.1424
user_fa798cbd,24,30,Wrong,0.1548
user_fa934a36,21,5,Wrong,0.0706
user_fa95a989,9,9,Correct,0.5418
user_fac1a534,4,4,Correct,0.7284
user_fb19e8c0,14,10,Wrong,0.4442
user_fb3a5768,27,27,Correct,0.4432
user_fb3e980a,28,28,Correct,0.5212
user_fb45895d,10,11,Wrong,0.3034
user_fb5776e5,25,25,Correct,0.3991
user_fb5946eb,30,30,Correct,0.9493
user_fb66ce5b,24,24,Correct,0.2945
user_fba0f842,27,27,Correct,0.4667
user_fbf6a940,7,18,Wrong,0.1096
user_fc22144f,12,6,Wrong,0.3896
user_fc33df40,30,28,Wrong,0.4392
user_fc3e7b1c,17,17,Correct,0.6279
user_fc98ad26,18,18,Correct,0.4174
user_fca03aeb,7,12,Wrong,0.8465
user_fd0aae71,5,12,Wrong,0.3865
user_fd36e5a9,29,27,Wrong,0.0941
user_fd39aefb,25,24,Wrong,0.2600
user_fd3b257e,4,4,Correct,0.8992
user_fd3b97d4,26,28,Wrong,0.2669
user_fd91797e,24,24,Correct,0.2136
user_fdc4e61f,9,16,Wrong,0.1047
user_fdd92f30,0,1,Wrong,0.9456
user_fe1fae24,28,21,Wrong,0.0940
user_fe53ca51,8,20,Wrong,0.9701
user_fe62b0c5,8,8,Correct,0.2781
user_fe6f7f8f,11,25,Wrong,0.3281
user_fe70af8b,23,25,Wrong,0.1217
user_fe80beb2,11,13,Wrong,0.1377
user_feb9f28b,26,23,Wrong,0.4098
user_fedbeaa3,5,4,Wrong,0.9743
user_ff4ff808,3,14,Wrong,0.2527
user_ff5a4bb9,26,27,Wrong,0.1366
